tweet_ID	sentiment
	0
	0
	0
	0
884871524871794690	0
884871519486324737	0
884871309167124480	0
884871384530386948	1
884871350116077568	1
884871479430656003	0
884871396710592514	0
884871543259623425	1
	0
884871543641305088	1
884871584455966720	1
	0
884871597169004544	1
884871644564652033	0
884871656027631617	0
884871649841086465	-1
884871797002432512	0
884871714328297472	0
884871693541552128	0
884871665393561602	1
884871835799695362	0
884871928997187584	0
884871822101106688	1
884871828640071680	0
884872011104780288	1
884871952476897280	0
884871963222691841	0
884871910726791168	0
884871959657558016	1
884872030969098247	2
	0
	0
884872076636684289	-1
884872175185952769	0
884872236322234368	-1
	0
	0
	0
884872091597770752	0
884872223022092289	0
884872098904236035	0
884872216294416384	0
	0
	0
	0
	0
	0
884872142617268225	1
884872122413314048	0
884872300998406145	0
884872190759448577	0
884872245751013376	0
884872375417942016	1
884872455688511488	1
884872458523770882	1
884872453721346048	1
884872433534193664	0
884872431185174528	-1
884872566883700737	0
884872454811906048	0
	0
	0
	0
	0
	0
	0
884872378735525888	0
884872477272309760	-1
884872474038603776	0
884872677063839745	1
884872816126042112	2
884872610236051457	0
884872597908934657	1
884872737625440258	0
884872696181469184	1
884872810388172801	0
884872791731908608	2
884872602321379328	-1
884872803085950977	0
884872822304239618	0
884872839664476163	0
884872932618641409	0
884872926595399680	0
	0
	0
	0
884872992471343105	0
884872914167894017	0
884872947462262784	0
884872856794005504	0
884873145613656064	0
884873090764857344	0
884873195626561536	0
884873181508624384	-2
884873261598822400	0
884873107701366784	0
	0
	0
884873178245410816	1
884873269719044097	-1
884873280653369345	0
884873274324332544	0
	0
884873313247539200	2
884873332654526464	1
884873464175366144	0
884873421036945408	1
884873404620439552	0
884873496404385792	0
884873444374061058	0
884873429937213440	0
	0
884873438061572096	0
	0
884873420000964610	0
884873360739618816	0
884873490226184192	0
884873541992271873	0
884873502800719872	0
884873506252480512	1
	0
	0
	0
	0
884873838521196544	0
884873805751037952	2
884873827293040640	0
884873683499704320	-3
	0
884873754291163136	-1
884873778945290240	0
884873655758585856	0
884873812906565632	1
884873800353026050	2
884873831621505025	0
884873875783168000	0
884873874508328961	0
884873849195683841	0
884873958583025669	-1
884873921299963904	0
884873907160981504	0
884873854367088642	0
884873920725307393	0
884873934625275905	0
884873914203217920	0
884874040816484354	0
884873958616682496	0
884874077361643520	0
884873964392206337	1
884873965541445632	0
884874046588035073	0
884874091353837569	-1
884874100757409792	1
884874074543071232	0
884874148245360640	0
884874337509142528	1
884874175533416448	0
884874253086150656	2
884874112367284224	0
884874202985005056	1
	0
	0
	0
	0
884874276507189248	0
884874377908674561	-1
884874397332508673	0
	0
	0
884874362712727552	1
884874413128245249	-1
884874454966444032	0
884874521861402624	1
884874359344640000	0
884874387408777218	0
884874493323354113	1
884874547551494145	0
884874601943240704	0
	0
	0
	0
	0
	0
884874553297711106	-1
884874600030646272	1
884874576601153537	0
884874688501092352	0
884874632318377984	0
884874629550133251	0
884874756784312321	-1
884874698198319104	2
884874634553896960	2
884874638169341952	1
884874716816826368	1
884874659749089281	1
884874862866698240	1
884874680573865986	-1
884874850078216193	0
884874845355261953	0
884874857850302464	2
884874801948524544	0
884874906084806657	-1
	0
	0
884874955627929600	-2
884874989941469184	0
884874977547354113	2
884874881996922881	2
884875013530296320	0
884875036905046017	0
884874972644204545	0
884875105482002433	-1
884875052214300673	0
884875043825750017	0
884875124549324800	0
	0
	0
	0
	0
	0
884875136905752576	0
884875161899606017	1
884875145810247680	-1
884875151178960897	0
	0
	0
884875239007670274	0
884875253649985536	0
884875227804684288	-1
884875298415792128	3
884875570751971328	0
	0
884875453194010625	0
884875494914740224	1
884875540968165376	0
884875510395940865	1
884875475994238977	0
884875477214613504	2
884875581518643200	0
884875571003523073	0
	0
	0
	0
	0
884875620223733760	3
	0
884875668881891329	0
884875673449451522	0
884875670404333568	-1
884875786649571329	0
884875700846637056	0
884875737056104448	0
884875825497206784	-1
884875704000753664	0
884875711600840705	0
884875719813341185	0
884875867633180672	0
884875839095152640	2
884875965444259840	0
884876038777556992	0
	0
	0
884875901149872129	0
	0
	0
	0
	0
	0
	0
	0
884875952152555520	0
884875967411474433	0
884876003755085824	0
884876036013531137	-1
884875925183234048	0
884876001431498752	1
884876066699046912	1
884876106616242177	0
884876063356186624	-1
884876044930617344	0
884876041197686786	0
884876073053421568	-1
884876088593137664	1
884876005248258048	1
884876333951717379	1
884876157883219968	0
884876284685418496	0
884876214980280322	-1
884876326183870464	2
884876309364711424	0
884876226250366976	0
884876221020065792	0
	0
884876147527495680	0
884876373008859136	0
884876311503785984	0
884876366499467264	-1
884876368781225985	1
884876376800669696	0
	0
884876412997574656	-1
884876440176656384	0
884876453837406209	-1
884876585261821953	-2
884876613237735424	-1
884876519222398976	3
884876507231002624	0
884876611572690945	0
884876483524775936	0
884876415283453953	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
	0
884876629322981377	1
884876621081083905	-3
884876627074838529	-1
884876674055188481	0
884876710847631360	0
884876680833245184	1
884876715553632256	1
884876734017007616	0
	0
884876706456248320	2
884876710428192769	1
884876683689459713	0
884876731005505536	2
884876823498248192	1
884876844524347392	0
884876973239140353	-1
884877018399215617	0
884877109683945472	0
884877125874049024	0
884877047117557761	3
884877019942719489	0
884877122459885568	0
884877044764618752	0
884877175501070336	0
884877192156545024	0
	0
	0
	0
884877300982054912	-2
	0
	0
884877265682804736	-1
884877216110309376	0
884877365570138112	1
884877262209863681	0
	0
	0
	0
	0
	0
884877195134545921	0
884877234506522624	0
884877345697431552	-1
884877349153538048	1
884877360721518593	0
884877399942451201	1
884877397144870912	1
884877244530819074	0
884877372276846593	-1
884877423078240256	0
884877422247780352	1
884877415125843968	0
884877438374879232	1
884877452912324609	0
884877419328491522	2
884877536794169344	0
	0
884877424168710145	0
	0
	0
884877601289973761	-2
884877636870254593	1
884877523309522944	0
884877533686112256	0
884877573532024832	1
	0
	0
	0
	0
	0
	0
	0
	0
	0
884877717564518401	-1
884877767287951361	0
884877809574830080	0
884877724510244864	0
	0
	0
884877700967669762	0
884877768865062912	2
884877793028435968	1
884877807238746114	1
884877881754742784	-1
884877743653101569	0
884877818248777728	1
884877908644442112	0
884877898372526080	0
884877848506400768	0
884877890336247809	1
884877727643443201	0
884878062072061952	1
884877950407061504	1
884878054530613248	0
884878049036169216	1
884877990257152002	0
884878068061544448	2
884878211271860225	0
	0
	0
	0
884878304867733504	0
884878267546730496	0
	0
	0
	0
	0
884878241852346372	-1
884878364342976512	1
884878262148636672	-2
884878340615790593	3
884878351915245568	0
884878297028493312	0
	0
884878250476011521	0
884878401223499776	0
884878417027629056	0
884878400170708993	3
884878365450280961	0
884878429694439427	0
884878468302991360	-2
884878552184872961	0
884878554533695490	0
884878549634748417	0
	0
	0
884878622217129984	0
884878598951374848	0
884878453526364163	0
884878532861734912	1
884878601157574657	0
884878630106615808	1
884878658736881665	1
	0
884878661609902082	0
884878667767328768	1
884878642039463937	0
884878709651582976	3
884878874986852352	0
884878911309582336	-1
884878855605014528	1
884878749665288192	-1
884878762046767105	-1
884878799313268737	2
884878773010792449	3
884878753809272832	0
884878771081314304	0
884879134391971840	-2
884878981341880320	-1
884879064590364672	-2
884879191866564608	1
884879017630892032	2
884879149814472704	1
	0
	0
884879058307354625	-1
	0
884879135784546304	1
884879119678410755	0
	0
	0
884879293666295812	0
884879208425680896	-1
884879208467640322	0
884879264289406976	0
884879331473936384	-3
884879258421690369	0
884879323714396160	0
884879208060780545	0
884879367561674754	0
884879369801523200	1
884879370581667840	1
884879406556205057	0
884879633371541504	-1
884879555659538432	1
884879542879440898	1
884879529055014912	1
884879470750048256	-1
	0
884879582062673921	-1
884879630649446401	0
884879644079640577	0
884879672563118080	0
	0
	0
884879463556796416	-2
	0
	0
884879645488951296	0
884879543542185984	0
	0
884879689306779648	0
884879530426597377	1
884879711561764864	0
884879846714859520	1
884879772345618432	0
884879796135657472	0
884879829346156545	0
884879705400332288	0
884879813911093248	1
884879726602539008	0
	0
	0
884879844118581248	0
884879741546885120	1
884879909516136448	0
884879933343809536	0
884879909436502016	0
884879982174011392	0
884879974028763138	0
884879994203152385	0
884879993867653127	0
884879997650862080	-1
884879993842540546	0
884879992819032064	0
884879990378115072	4
884879989316997121	0
884880003070136321	0
884880007235067904	0
884880003405688833	0
884880006714806272	0
884880117037543424	0
884880023961731072	0
884880176953163776	-2
884880173274808321	0
884880191075504129	0
884880015984218117	0
884880046141222912	0
	0
	0
	0
	0
884880058585886722	0
884880046858485760	0
884880118514040832	0
884880058183106564	0
884879984820703234	1
884880141792542721	-1
884880015552163840	0
884880194896572417	1
884880190068801536	0
884880203729719297	0
884880016911212544	0
884880016592564225	0
884880050000154624	0
	0
884880056761307136	0
	0
	0
884880045377966080	0
884880017154383873	0
884880051170295808	0
884880125073866753	0
884880121475104768	0
884880128622288896	0
884880141922574337	0
	0
	0
	0
	0
884880036653748225	0
884880148209651712	1
884880149845389313	0
884880194686795776	0
884880185555918849	0
884880056941727745	0
884880192707059712	0
884880064491528192	0
884880072137596928	0
884880107495542784	0
884880082443096064	0
884880080647802880	0
884880074884890625	0
884880088616927232	0
	0
	0
	0
884880078408105985	0
884880096686874624	0
	0
	0
884880104324837377	-2
884880125329686529	0
884880127095484417	0
884880161098694660	0
	0
884880152970145794	0
	0
	0
	0
	0
884880118065147904	0
884880155461734401	0
884880162956787712	0
884880160511504384	0
884880208242688000	0
884880143990345728	0
884880182611505152	0
884880245966356481	0
	0
	0
884880225724620800	0
884880222864015360	0
884880232616001536	0
884880221035540480	0
884880233748324352	0
884880245098029056	0
884880239972757505	0
884880229604376576	0
884880291856175104	0
884880243265286144	2
884880253721731073	0
884880283329101825	0
884880268326125569	0
884880269374828545	0
884880283840856064	0
884880255013404672	0
884880260050833412	0
884880249296568324	0
884880377763971072	0
	0
884880296189054977	0
884880308310384640	0
884880316342476800	0
884880254061367298	0
884880325876355073	0
884880322222891008	0
	0
884880294163001344	0
884880311825379329	-1
884880319635103748	0
884880300328632320	0
884880299896692736	0
884880366024007680	0
884880355911757824	0
884880351029493763	1
884880343425089536	0
884880376367267843	0
884880372919484416	0
884880351998296065	0
	0
	0
	0
	0
	0
	0
884880355290996737	0
884880378254811137	2
884880403487535104	0
884880397720485888	0
884880399955931136	0
884880393404428288	0
884880407468036096	0
884880391718354944	0
	0
884880388136419328	0
884880397988904960	0
884880403089072129	0
	0
884880417936912384	0
	0
884880416292823041	0
884880441446080512	0
884880429127311362	0
884880442322591745	0
	0
	0
	0
	0
	0
	0
884880430209617922	-2
884880449499279360	1
884880440577990656	0
884880428519145472	0
884880426208198657	3
884880457258516480	0
884880457300561921	0
884880454129782785	0
884880460840620032	2
884880386785804289	0
884880489453977600	0
884880512283693056	0
	0
884880496190119937	0
884880503391866881	0
884880516578541569	0
884880536417730560	1
884880494353166336	0
884880534005886978	0
884880512443047936	0
884880538896441344	0
884880566201585665	0
884880570764988416	0
884880557234049025	0
884880547322896384	0
884880576095715328	0
884880578918707200	0
884880564267896836	0
884880571188600833	1
884880561038172160	0
	0
	0
884880644957888513	0
884880635176796160	0
884880628516139008	0
884880631745847296	0
884880587932282880	1
	0
884880630806224896	0
	0
	0
884880635424264193	0
884880637265498112	0
	0
	0
	0
884880665212211200	0
	0
	0
	0
	0
	0
	0
884880638909628416	0
884880677098864640	0
884880717997498370	0
884880639757086720	2
884880710556712965	0
884880701388193794	0
884880678021603328	0
884880716919713792	0
884880680387137536	0
	0
	0
	0
	0
884880682526400513	0
884880719750803456	-1
884880683616698368	0
884880749727432704	0
884880844321570820	0
884880752881672192	0
884880840722743296	0
884880788420014082	0
884880762759258112	0
884880761484177408	0
884880799954124805	0
884880845789462529	0
884880854706565121	0
	0
	0
884880850336313344	0
884880847752503296	0
	0
	0
	0
	0
884880897425768448	1
884880900235776000	0
884880864022110212	0
884880894074290180	0
	0
	0
884880900907053056	3
884880930904649728	0
884880879822270464	0
884880971543326721	-2
884881004971921410	1
884880988249174016	0
884881046126419968	0
884881082205827072	1
884881039700750336	0
884881014106890240	-1
884881061305503745	0
884881019081551872	0
884881033497366528	1
	0
884881193396600836	0
	0
	0
884881073708118016	1
884881102728572928	0
884881154167517185	0
884881119254065152	0
884881130071052288	0
	0
884881088060862467	0
	0
884881121179312130	0
	0
	0
	0
	0
	0
884881184672456704	-1
884881166616145920	1
	0
884881196764848128	0
884881112128004096	0
	0
	0
884881214489886720	0
	0
	0
	0
	0
884881195900600320	-1
884881231892156417	0
884881224128372736	0
884881221724930048	0
884881333163442177	0
884881258999828481	1
884881271448412160	-2
884881368601292800	1
884881296761204737	1
884881425660395521	0
884881386695479296	0
884881322430300161	0
884881738123575296	1
884881522695720965	0
884881695031283712	0
884881638060175361	0
884881551800094722	2
884881543063195648	0
884881497219620864	0
884881563904868353	0
884881794398650368	2
884881885477744640	0
884881827139166208	0
884881756985454593	0
884881878926450688	1
884881875512066048	0
	0
	0
	0
884881851747381248	0
884881907342815233	-1
884881987768594432	2
	0
884881954000310272	1
884881960128045056	0
884881989530144768	0
884881925420142593	0
884881916658319360	0
884881981200359426	0
884882051173888001	-1
884882006252900353	-1
884882045717098498	0
884882044920135680	1
884882072426475520	2
884882075026960384	2
884882050414727169	0
884882024863064064	0
884882001534349313	0
884882034035838977	-1
	0
884882244141068288	0
	0
	0
884882246968201217	0
884882093125357568	0
884882164323635200	0
884882147110133760	0
884882242773950464	1
884882281797525504	0
884882424617984000	0
884882344632500224	0
884882346226454529	0
884882281248178176	0
884882431836401664	0
884882288269553665	0
884882267151249409	1
884882318221094912	0
884882465231425537	1
884882468595269634	0
884882469023096833	1
884882491466813441	-2
884882461334925313	1
884882499364679681	2
884882492326596609	1
884882446465998848	0
884882473586479105	0
884882390652465152	-2
884882493048061952	1
884882499830263808	1
884882568117493763	0
884882559267733504	1
884882568071573505	0
884882614343000064	0
884882549431873536	0
884882547246628864	0
	0
	0
	0
884882627261378560	1
884882596261441538	2
884882628247040004	1
884882632277868545	1
884882670911664129	0
884882635083984897	0
884882629207638016	1
884882595061747712	0
884882632848363520	0
884882629899702272	0
	0
	0
884882674539778048	0
884882708131979266	0
884882629002223617	0
884882718978428929	-2
884882781498724353	2
884882782148853760	1
884882902894489600	0
884882858120183809	0
884882769666605056	-1
884882928563613696	0
884882907860410370	0
884882943675518978	0
884882916475580417	-2
884882921710026752	-1
884882973547540484	2
884882974281523200	0
884883015117262848	2
884882961333702656	0
884883080737116161	1
	0
	0
884883061044891648	2
884883111225552896	0
884883042069868544	0
884883246848368641	0
884883102467751936	2
884883058033397760	0
884883110667722752	0
884883182604234753	-1
884883053625192449	0
884883297444253696	0
884883300430602240	0
884883447608557568	0
	0
884883361923309568	0
884883301365940225	-3
884883418365952000	0
884883431523590144	0
884883432567959552	0
884883432941268992	0
884883492475154432	-1
884883512456691714	0
	0
884883449148043264	1
884883582598221826	-1
	0
884883684821782530	0
	0
884883575270780930	0
884883564537499649	1
884883589732724737	-1
884883532098576384	0
884883722276921344	0
884883553422540800	0
884883652454346752	0
884883779898232832	0
884883730728452096	-1
884883733299560450	-2
884883761266966528	0
884883767956979712	0
884883948563820546	2
884883857291522048	0
	0
	0
	0
	0
	0
884883911398096896	0
884883940984705025	0
884883898085388288	0
884883838593323008	-3
884883881945649153	-1
884883831890866177	0
884883964674031616	0
884883979534512129	1
884884020764577792	0
884883992973111296	0
884884058077097984	1
884884115098664960	-1
884884133813641217	2
884884164910166017	1
884884138758729728	-2
884884132039454720	0
884884080352997377	-2
884884095301451778	0
884884173466607616	0
884884193267920896	1
884884201576833025	0
884884224364367872	0
884884268593315841	0
884884246455779329	0
884884291385217024	0
884884362302509057	0
884884312402702340	1
884884304152719360	1
884884350428491776	0
884884324331397120	0
884884297353760768	0
884884346804379649	0
884884371148345344	0
884884292001779714	0
884884428002144257	1
884884394049236992	-2
884884501171712000	0
884884477721411585	0
884884498336423937	0
884884388525334530	-1
884884494188109824	0
884884419114356738	0
884884544788340736	0
884884555831939072	0
	0
884884560214974466	0
884884554997280770	-2
884884616200548352	0
	0
	0
	0
	0
884884576933380096	-3
884884747041726464	0
884884623691567108	2
884884580775243776	0
884884661008310274	0
884884785595863042	0
884884788779339776	0
884884771016515585	-1
884884781061820416	-1
884884954173157376	0
884884864830390272	-3
884884851530379266	0
884884985479655425	-3
884884845406691329	1
884884991695519744	0
884884850544701444	0
884884924385415169	0
884884892634316800	0
884885019163901953	0
884885031583444992	0
884885060687495168	2
884885089364127745	1
884885142975561732	0
884885257455054848	0
884885251427840000	0
884885176332976128	0
884885150558978050	0
884885275318657024	0
884885271103275008	0
884885103222116352	0
884885135686066176	0
884885171832573952	-1
884885211946909696	0
884885114785853440	1
884885242858942466	0
884885367681429504	0
884885340070268928	1
884885465324584961	0
884885551081549825	0
884885454100811776	0
884885444600766464	0
884885322726813697	0
884885546761367553	1
	0
884885598405885952	0
884885632262254593	0
884885808506916865	3
884885587764928513	-3
884885812017418245	2
	0
	0
	0
884885624985194496	0
884885614944030720	1
884885650150961152	1
884885684405891074	0
884885686209433600	1
884885819168874497	2
884885966036639744	0
884885919744090113	1
	0
	0
	0
884885931421044739	0
884885939838791680	0
884885937334996992	1
884885817344348160	0
884886024425545729	-1
	0
884885983568834560	0
	0
	0
	0
	0
	0
884885952631640066	0
884886126837637121	0
884886134735728641	0
884886132495986688	0
884886083707834368	0
884886158349676545	0
884886171482025984	-2
884886188078792704	1
884886155618942976	0
884886258320912385	-1
	0
884886228566503424	0
884886255959515136	0
884886265358721025	-1
	0
884886228751052801	0
884886209603883008	0
884886254525063168	-1
	0
884886338809606145	0
884886501351358464	0
884886460872175616	0
884886496473251840	0
884886521257578496	1
884886466056400896	0
884886403838087168	0
884886334665617408	0
884886346577457152	0
884886387782299648	0
884886569865412610	0
884886570003611648	0
